N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
3,0.1,0.25,2,50,0.05,0.5,33.9116,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.1,0.25,2,100,0.05,0.5,79.9026,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.1,0.25,3,50,0.05,0.5,38.0767,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.1,0.25,3,100,0.05,0.5,82.9507,1.1,2.6645352591003757e-15,-1.0999999999999992,0.03999999999999915
3,0.1,0.25,4,50,0.05,0.5,40.3046,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.1,0.25,4,100,0.05,0.5,69.0717,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
3,0.1,0.1,2,50,0.05,0.5,45.3356,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.1,0.1,2,100,0.05,0.5,76.7757,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.1,0.1,3,50,0.05,0.5,53.4167,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
3,0.1,0.1,3,100,0.05,0.5,88.6556,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.1,0.1,4,50,0.05,0.5,42.7976,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.1,0.1,4,100,0.05,0.5,95.6247,-1.1,0.03999999999999915,0.8000000000000025,0.2999999999999976
3,0.1,0.05,2,50,0.05,0.5,42.7447,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.1,0.05,2,100,0.05,0.5,86.6047,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.1,0.05,3,50,0.05,0.5,43.0807,-1.1,0.03999999999999915,0.7000000000000024,0.3999999999999977
3,0.1,0.05,3,100,0.05,0.5,94.0587,1.1,2.6645352591003757e-15,-1.0999999999999992,0.03999999999999915
3,0.1,0.05,4,50,0.05,0.5,47.8396,-1.1,0.03999999999999915,-1.1999999999999993,0.13999999999999924
3,0.1,0.05,4,100,0.05,0.5,88.3585,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.1,0.01,2,50,0.05,0.5,35.3636,-1.2,0.13999999999999924,1.1000000000000028,2.6645352591003757e-15
3,0.1,0.01,2,100,0.05,0.5,72.8767,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.1,0.01,3,50,0.05,0.5,39.1286,-1.2,0.13999999999999924,-1.2999999999999994,0.23999999999999932
3,0.1,0.01,3,100,0.05,0.5,78.4107,-1.2,0.13999999999999924,1.0000000000000027,0.09999999999999742
3,0.1,0.01,4,50,0.05,0.5,35.4528,1.0,0.09999999999999742,1.0000000000000027,0.09999999999999742
3,0.1,0.01,4,100,0.05,0.5,83.7043,0.9,0.1999999999999975,0.8000000000000025,0.2999999999999976
4,0.5,0.5,2,50,0.05,0.5,139.8925,0.8,0.2999999999999976,1.500000000000003,0.400000000000003
4,0.5,0.5,2,100,0.05,0.5,279.8715,1.6,0.5000000000000031,-1.0999999999999992,0.03999999999999915
4,0.5,0.5,3,50,0.05,0.5,212.8255,1.0,0.09999999999999742,-1.6999999999999997,0.6399999999999997
4,0.5,0.5,3,100,0.05,0.5,384.9829,-1.9,0.8399999999999999,0.9000000000000026,0.1999999999999975
