N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min
4,0.3,0.5,4,100,0.05,0.5,212.6828,2.2,1.0774999999999997
4,0.3,0.25,2,50,0.05,0.5,58.6036,2.5,1.3775
4,0.3,0.25,2,100,0.05,0.5,132.5596,1.1,0.022499999999999964
4,0.3,0.25,3,50,0.05,0.5,61.8215,1.3,0.17749999999999977
4,0.3,0.25,3,100,0.05,0.5,126.7276,2.0,0.8774999999999997
4,0.3,0.25,4,50,0.05,0.5,89.6276,0.8,0.3225
4,0.3,0.25,4,100,0.05,0.5,170.9315,2.8,1.6774999999999998
4,0.3,0.1,2,50,0.05,0.5,79.8566,0.9,0.22250000000000003
4,0.3,0.1,2,100,0.05,0.5,162.4665,2.7,1.5774999999999992
4,0.3,0.1,3,50,0.05,0.5,74.277,2.6,1.4774999999999996
4,0.3,0.1,3,100,0.05,0.5,167.7011,1.1,0.022499999999999964
4,0.3,0.1,4,50,0.05,0.5,99.1085,1.1,0.022499999999999964
4,0.3,0.1,4,100,0.05,0.5,216.1415,2.2,1.0774999999999997
4,0.3,0.05,2,50,0.05,0.5,110.2946,1.3,0.17749999999999977
4,0.3,0.05,2,100,0.05,0.5,145.1156,1.9,0.7774999999999996
4,0.3,0.05,3,50,0.05,0.5,92.5395,1.0,0.12250000000000005
4,0.3,0.05,3,100,0.05,0.5,218.0966,2.1,0.9774999999999996
4,0.3,0.05,4,50,0.05,0.5,127.4526,2.1,0.9774999999999996
4,0.3,0.05,4,100,0.05,0.5,207.7126,2.0,0.8774999999999997
4,0.3,0.01,2,50,0.05,0.5,94.9026,1.3,0.17749999999999977
4,0.3,0.01,2,100,0.05,0.5,172.9557,1.9,0.7774999999999996
4,0.3,0.01,3,50,0.05,0.5,87.7391,0.9,0.22250000000000003
4,0.3,0.01,3,100,0.05,0.5,191.4086,2.3,1.1774999999999998
4,0.3,0.01,4,50,0.05,0.5,97.3866,2.6,1.4774999999999996
4,0.3,0.01,4,100,0.05,0.5,201.6155,2.5,1.3775
4,0.1,0.5,2,50,0.05,0.5,111.2606,1.0,0.12250000000000005
4,0.1,0.5,2,100,0.05,0.5,214.8546,2.6,1.4774999999999996
4,0.1,0.5,3,50,0.05,0.5,101.1427,1.4,0.27749999999999986
4,0.1,0.5,3,100,0.05,0.5,207.7103,1.8,0.6774999999999998
4,0.1,0.5,4,50,0.05,0.5,74.6495,2.1,0.9774999999999996
4,0.1,0.5,4,100,0.05,0.5,151.6816,2.1,0.9774999999999996
4,0.1,0.25,2,50,0.05,0.5,97.7254,2.2,1.0774999999999997
4,0.1,0.25,2,100,0.05,0.5,197.1387,1.7,0.5774999999999997
4,0.1,0.25,3,50,0.05,0.5,76.6196,1.1,0.022499999999999964
4,0.1,0.25,3,100,0.05,0.5,154.5326,1.8,0.6774999999999998
4,0.1,0.25,4,50,0.05,0.5,92.4714,1.8,0.6774999999999998
4,0.1,0.25,4,100,0.05,0.5,159.6065,1.7,0.5774999999999997
4,0.1,0.1,2,50,0.05,0.5,145.31,1.3,0.17749999999999977
4,0.1,0.1,2,100,0.05,0.5,195.1161,1.1,0.022499999999999964
4,0.1,0.1,3,50,0.05,0.5,78.4414,2.5,1.3775
4,0.1,0.1,3,100,0.05,0.5,202.2936,2.0,0.8774999999999997
4,0.1,0.1,4,50,0.05,0.5,101.6756,1.7,0.5774999999999997
4,0.1,0.1,4,100,0.05,0.5,235.4794,1.8,0.6774999999999998
4,0.1,0.05,2,50,0.05,0.5,105.3101,2.2,1.0774999999999997
4,0.1,0.05,2,100,0.05,0.5,217.3393,1.8,0.6774999999999998
4,0.1,0.05,3,50,0.05,0.5,92.2046,2.6,1.4774999999999996
4,0.1,0.05,3,100,0.05,0.5,180.2113,2.2,1.0774999999999997
4,0.1,0.05,4,50,0.05,0.5,87.5509,2.0,0.8774999999999997
4,0.1,0.05,4,100,0.05,0.5,176.8534,2.5,1.3775
4,0.1,0.01,2,50,0.05,0.5,100.0346,1.1,0.022499999999999964
4,0.1,0.01,2,100,0.05,0.5,156.4824,0.9,0.22250000000000003
4,0.1,0.01,3,50,0.05,0.5,118.7553,2.8,1.6774999999999998
4,0.1,0.01,3,100,0.05,0.5,234.1638,2.4,1.2774999999999994
4,0.1,0.01,4,50,0.05,0.5,94.8446,2.0,0.8774999999999997
4,0.1,0.01,4,100,0.05,0.5,251.9345,1.9,0.7774999999999996
