N_iter,Min_dist,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
100,1.0,50,0.01,0.05,0.0636,1.0417,0.04170000000000007,-1.0375,0.03750000000000009
100,1.0,50,0.01,0.01,0.0525,-1.1824,0.1823999999999999,-0.1,0.9
100,1.0,50,0.01,0.0001,0.007,1.2,0.19999999999999996,-0.4,0.6
100,1.0,50,0.0001,0.1,0.0983,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,1.0,50,0.0001,0.05,0.1839,1.0004,0.00039999999999995595,-0.9995,0.0004999999999999449
100,1.0,50,0.0001,0.01,0.5439,1.0026,0.0025999999999999357,-0.9849,0.015100000000000002
100,1.0,50,0.0001,0.0001,0.2463,-1.8096,0.8096000000000001,0.3,0.7
100,1.0,100,0.1,0.1,0.0208,0.8,0.19999999999999996,-1.0574,0.057399999999999896
100,1.0,100,0.1,0.05,0.0194,-0.6,0.4,0.5,0.5
100,1.0,100,0.1,0.01,0.0135,0.9,0.09999999999999998,-0.8,0.19999999999999996
100,1.0,100,0.1,0.0001,0.0128,0.7,0.30000000000000004,-1.2,0.19999999999999996
100,1.0,100,0.05,0.1,0.0384,0.8703,0.12970000000000004,-1.0633,0.06329999999999991
100,1.0,100,0.05,0.05,0.0249,-0.6,0.4,1.1894,0.1894
100,1.0,100,0.05,0.01,0.0199,-1.5809,0.5809,1.2,0.19999999999999996
100,1.0,100,0.05,0.0001,0.0128,-1.7,0.7,1.2,0.19999999999999996
100,1.0,100,0.01,0.1,0.0904,-0.9763,0.023700000000000054,0.9747,0.02529999999999999
100,1.0,100,0.01,0.05,0.1398,1.0428,0.04279999999999995,-0.9532,0.04679999999999995
100,1.0,100,0.01,0.01,0.1235,1.1824,0.1823999999999999,-1.1894,0.1894
100,1.0,100,0.01,0.0001,0.0175,0.4,0.6,1.9,0.8999999999999999
100,1.0,100,0.0001,0.1,0.254,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,1.0,100,0.0001,0.05,0.4386,1.0004,0.00039999999999995595,-1.0004,0.00039999999999995595
100,1.0,100,0.0001,0.01,1.1211,0.591,0.40900000000000003,-0.9911,0.008900000000000019
