N_iter,Min_dist,N_mc,Toler,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
2000,0.1,200,0.01,0.7147,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.1,200,0.0001,0.9102,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,50,0.1,0.1768,-1.1591,0.09909999999999997,1.2012,0.10119999999999996
2000,0.2,50,0.05,0.1642,-1.0778,0.017800000000000038,1.102,0.0020000000000000018
2000,0.2,50,0.01,0.1876,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.2,50,0.0001,0.2225,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,100,0.1,0.3281,1.0559,0.04410000000000003,-0.6041,0.4559000000000001
2000,0.2,100,0.05,0.316,-0.0373,1.0227,-1.0725,0.012499999999999956
2000,0.2,100,0.01,0.3466,-0.0357,1.0243,1.0977,0.0023000000000001908
2000,0.2,100,0.0001,0.4684,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,150,0.1,0.4212,1.1489,0.048899999999999944,-1.0949,0.03489999999999993
2000,0.2,150,0.05,0.5057,1.1058,0.005799999999999805,-0.0361,1.0239
2000,0.2,150,0.01,0.5545,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.2,150,0.0001,0.6739,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,200,0.1,0.5962,-1.1479,0.08789999999999987,1.1155,0.015499999999999847
2000,0.2,200,0.05,0.6377,-1.067,0.006999999999999895,1.1095,0.009499999999999842
2000,0.2,200,0.01,0.759,-0.0357,1.0243,1.0977,0.0023000000000001908
2000,0.2,200,0.0001,0.9085,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.25,50,0.1,0.1434,1.1338,0.03379999999999983,-0.0095,1.0505
2000,0.25,50,0.05,0.1592,-0.6821,0.3779,-0.036,1.024
2000,0.25,50,0.01,0.2116,-1.063,0.0029999999999998916,1.0988,0.0012000000000000899
